Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Sri Lanka,LKA,2015,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,82.50214533
Sri Lanka,LKA,2014,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,60.72690034
Sri Lanka,LKA,2013,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,57.26734401
Sri Lanka,LKA,2012,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,67.93711449
Sri Lanka,LKA,2011,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,58.6612176
Sri Lanka,LKA,2010,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,47.54294221
Sri Lanka,LKA,2009,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,37.65592183
Sri Lanka,LKA,2008,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,44.28677764
Sri Lanka,LKA,2007,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,38.27700156
Sri Lanka,LKA,2006,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,36.63611839
Sri Lanka,LKA,2005,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,42.28272877
Sri Lanka,LKA,2004,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,29.2808276
Sri Lanka,LKA,2003,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,33.07889609
Sri Lanka,LKA,2002,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,25.10868895
Sri Lanka,LKA,2001,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,20.89103607
Sri Lanka,LKA,2000,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,23.84661701
Sri Lanka,LKA,1999,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,18.71441237
Sri Lanka,LKA,1998,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,10.06149163
Sri Lanka,LKA,1997,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,12.01244056
Sri Lanka,LKA,1996,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,11.80146309
Sri Lanka,LKA,1995,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,8.881914253
Sri Lanka,LKA,1994,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,9.897924835
Sri Lanka,LKA,1993,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,3.016740706
Sri Lanka,LKA,1992,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,1.406200367
Sri Lanka,LKA,1991,Total greenhouse gas emissions excluding LULUCF (% change from 1990),EN.GHG.TOT.ZG.AR5,-3.878192516
Sri Lanka,LKA,2018,"Plant species (higher), threatened",EN.HPT.THRD.NO,297
Sri Lanka,LKA,2018,"Mammal species, threatened",EN.MAM.THRD.NO,30
Sri Lanka,LKA,2015,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.462267325
Sri Lanka,LKA,2000,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.519246614
Sri Lanka,LKA,1990,Rural population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.RU.ZS,1.684804776
Sri Lanka,LKA,2015,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.370427696
Sri Lanka,LKA,2000,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.39952463
Sri Lanka,LKA,1990,Urban population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.UR.ZS,2.321628569
Sri Lanka,LKA,2015,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,3.832695021
Sri Lanka,LKA,2000,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,3.918771244
Sri Lanka,LKA,1990,Population living in areas where elevation is below 5 meters (% of total population),EN.POP.EL5M.ZS,4.006433344
Sri Lanka,LKA,2022,Aquaculture production (metric tons),ER.FSH.AQUA.MT,59080.29
Sri Lanka,LKA,2021,Aquaculture production (metric tons),ER.FSH.AQUA.MT,50977.22
Sri Lanka,LKA,2020,Aquaculture production (metric tons),ER.FSH.AQUA.MT,42118.9
Sri Lanka,LKA,2019,Aquaculture production (metric tons),ER.FSH.AQUA.MT,34087.49
Sri Lanka,LKA,2018,Aquaculture production (metric tons),ER.FSH.AQUA.MT,30921.46
Sri Lanka,LKA,2017,Aquaculture production (metric tons),ER.FSH.AQUA.MT,28756.16
Sri Lanka,LKA,2016,Aquaculture production (metric tons),ER.FSH.AQUA.MT,30974.22
Sri Lanka,LKA,2015,Aquaculture production (metric tons),ER.FSH.AQUA.MT,36037.75
Sri Lanka,LKA,2014,Aquaculture production (metric tons),ER.FSH.AQUA.MT,34220.3
Sri Lanka,LKA,2013,Aquaculture production (metric tons),ER.FSH.AQUA.MT,30881.3
Sri Lanka,LKA,2012,Aquaculture production (metric tons),ER.FSH.AQUA.MT,8839.76
Sri Lanka,LKA,2011,Aquaculture production (metric tons),ER.FSH.AQUA.MT,11912.22
Sri Lanka,LKA,2010,Aquaculture production (metric tons),ER.FSH.AQUA.MT,8058.14
Sri Lanka,LKA,2009,Aquaculture production (metric tons),ER.FSH.AQUA.MT,7548.68
Sri Lanka,LKA,2008,Aquaculture production (metric tons),ER.FSH.AQUA.MT,7474
Sri Lanka,LKA,2007,Aquaculture production (metric tons),ER.FSH.AQUA.MT,8233
Sri Lanka,LKA,2006,Aquaculture production (metric tons),ER.FSH.AQUA.MT,5652
Sri Lanka,LKA,2005,Aquaculture production (metric tons),ER.FSH.AQUA.MT,4304
Sri Lanka,LKA,2004,Aquaculture production (metric tons),ER.FSH.AQUA.MT,4003
Sri Lanka,LKA,2003,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3462
Sri Lanka,LKA,2002,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2651
Sri Lanka,LKA,2001,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3610
Sri Lanka,LKA,2000,Aquaculture production (metric tons),ER.FSH.AQUA.MT,4420
Sri Lanka,LKA,1999,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3900
Sri Lanka,LKA,1998,Aquaculture production (metric tons),ER.FSH.AQUA.MT,6570
Sri Lanka,LKA,1997,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3680
Sri Lanka,LKA,1996,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3632
Sri Lanka,LKA,1995,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3359
Sri Lanka,LKA,1994,Aquaculture production (metric tons),ER.FSH.AQUA.MT,3130
Sri Lanka,LKA,1993,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2530
Sri Lanka,LKA,1992,Aquaculture production (metric tons),ER.FSH.AQUA.MT,2030
Sri Lanka,LKA,1991,Aquaculture production (metric tons),ER.FSH.AQUA.MT,1530
Sri Lanka,LKA,1990,Aquaculture production (metric tons),ER.FSH.AQUA.MT,1030
Sri Lanka,LKA,1989,Aquaculture production (metric tons),ER.FSH.AQUA.MT,730
Sri Lanka,LKA,1988,Aquaculture production (metric tons),ER.FSH.AQUA.MT,699
Sri Lanka,LKA,1987,Aquaculture production (metric tons),ER.FSH.AQUA.MT,530
Sri Lanka,LKA,1986,Aquaculture production (metric tons),ER.FSH.AQUA.MT,430
Sri Lanka,LKA,1985,Aquaculture production (metric tons),ER.FSH.AQUA.MT,280
Sri Lanka,LKA,1984,Aquaculture production (metric tons),ER.FSH.AQUA.MT,40
Sri Lanka,LKA,1983,Aquaculture production (metric tons),ER.FSH.AQUA.MT,70
Sri Lanka,LKA,1982,Aquaculture production (metric tons),ER.FSH.AQUA.MT,56
Sri Lanka,LKA,1981,Aquaculture production (metric tons),ER.FSH.AQUA.MT,47
Sri Lanka,LKA,1980,Aquaculture production (metric tons),ER.FSH.AQUA.MT,31
Sri Lanka,LKA,1979,Aquaculture production (metric tons),ER.FSH.AQUA.MT,27
Sri Lanka,LKA,1978,Aquaculture production (metric tons),ER.FSH.AQUA.MT,24
Sri Lanka,LKA,1977,Aquaculture production (metric tons),ER.FSH.AQUA.MT,20
Sri Lanka,LKA,1976,Aquaculture production (metric tons),ER.FSH.AQUA.MT,20
Sri Lanka,LKA,1975,Aquaculture production (metric tons),ER.FSH.AQUA.MT,20
Sri Lanka,LKA,1974,Aquaculture production (metric tons),ER.FSH.AQUA.MT,20
Sri Lanka,LKA,1973,Aquaculture production (metric tons),ER.FSH.AQUA.MT,20
Sri Lanka,LKA,1972,Aquaculture production (metric tons),ER.FSH.AQUA.MT,10
Sri Lanka,LKA,1971,Aquaculture production (metric tons),ER.FSH.AQUA.MT,5
Sri Lanka,LKA,1970,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1969,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1968,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1967,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1966,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1965,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1964,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1963,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1962,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1961,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,1960,Aquaculture production (metric tons),ER.FSH.AQUA.MT,0
Sri Lanka,LKA,2022,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,332622.7
Sri Lanka,LKA,2021,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,372451.54
Sri Lanka,LKA,2020,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,382486.8
Sri Lanka,LKA,2019,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,471714.3
Sri Lanka,LKA,2018,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,479279.73
Sri Lanka,LKA,2017,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,472900.47
Sri Lanka,LKA,2016,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,486425.38
Sri Lanka,LKA,2015,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,467464.25
Sri Lanka,LKA,2014,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,493496.68
Sri Lanka,LKA,2013,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,461229.6
Sri Lanka,LKA,2012,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,450850.61
Sri Lanka,LKA,2011,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,421764.7
Sri Lanka,LKA,2010,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,390187
Sri Lanka,LKA,2009,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,336942
Sri Lanka,LKA,2008,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,323888
Sri Lanka,LKA,2007,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,304903
Sri Lanka,LKA,2006,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,278603
Sri Lanka,LKA,2005,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,216663
Sri Lanka,LKA,2004,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,332854.4
Sri Lanka,LKA,2003,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,319759.2
Sri Lanka,LKA,2002,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,272602
Sri Lanka,LKA,2001,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,267550
Sri Lanka,LKA,2000,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,296749.6
Sri Lanka,LKA,1999,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,310172.7
Sri Lanka,LKA,1998,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,283119.86
Sri Lanka,LKA,1997,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,270506.84
Sri Lanka,LKA,1996,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,260186.31
Sri Lanka,LKA,1995,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,234526.92
Sri Lanka,LKA,1994,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,245586.67
Sri Lanka,LKA,1993,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,229670.89
Sri Lanka,LKA,1992,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,204433.08
Sri Lanka,LKA,1991,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,210271
Sri Lanka,LKA,1990,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,182893
Sri Lanka,LKA,1989,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,219756
Sri Lanka,LKA,1988,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,204875
Sri Lanka,LKA,1987,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,186624
Sri Lanka,LKA,1986,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,183568
Sri Lanka,LKA,1985,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,177379
Sri Lanka,LKA,1984,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,162462
Sri Lanka,LKA,1983,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,205430
Sri Lanka,LKA,1982,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,201183
Sri Lanka,LKA,1981,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,201904
Sri Lanka,LKA,1980,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,183416
Sri Lanka,LKA,1979,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,164763
Sri Lanka,LKA,1978,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,156083
Sri Lanka,LKA,1977,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,136145
Sri Lanka,LKA,1976,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,131643
Sri Lanka,LKA,1975,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,109215
Sri Lanka,LKA,1974,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,100469
Sri Lanka,LKA,1973,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,96528
Sri Lanka,LKA,1972,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,91867
Sri Lanka,LKA,1971,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,74980
Sri Lanka,LKA,1970,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,89241
Sri Lanka,LKA,1969,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,95060
Sri Lanka,LKA,1968,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,98302
Sri Lanka,LKA,1967,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,82237
Sri Lanka,LKA,1966,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,79973
Sri Lanka,LKA,1965,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,74632
Sri Lanka,LKA,1964,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,91125
Sri Lanka,LKA,1963,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,71614
Sri Lanka,LKA,1962,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,73471
Sri Lanka,LKA,1961,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,59628
Sri Lanka,LKA,1960,Capture fisheries production (metric tons),ER.FSH.CAPT.MT,48103
Sri Lanka,LKA,2022,Total fisheries production (metric tons),ER.FSH.PROD.MT,391702.99
Sri Lanka,LKA,2021,Total fisheries production (metric tons),ER.FSH.PROD.MT,423428.76
Sri Lanka,LKA,2020,Total fisheries production (metric tons),ER.FSH.PROD.MT,424605.7
Sri Lanka,LKA,2019,Total fisheries production (metric tons),ER.FSH.PROD.MT,505801.79
Sri Lanka,LKA,2018,Total fisheries production (metric tons),ER.FSH.PROD.MT,510201.19
Sri Lanka,LKA,2017,Total fisheries production (metric tons),ER.FSH.PROD.MT,501656.63
Sri Lanka,LKA,2016,Total fisheries production (metric tons),ER.FSH.PROD.MT,517399.6
Sri Lanka,LKA,2015,Total fisheries production (metric tons),ER.FSH.PROD.MT,503502
Sri Lanka,LKA,2014,Total fisheries production (metric tons),ER.FSH.PROD.MT,527716.98
Sri Lanka,LKA,2013,Total fisheries production (metric tons),ER.FSH.PROD.MT,492110.9
Sri Lanka,LKA,2012,Total fisheries production (metric tons),ER.FSH.PROD.MT,459690.37
Sri Lanka,LKA,2011,Total fisheries production (metric tons),ER.FSH.PROD.MT,433676.92
Sri Lanka,LKA,2010,Total fisheries production (metric tons),ER.FSH.PROD.MT,398245.14
Sri Lanka,LKA,2009,Total fisheries production (metric tons),ER.FSH.PROD.MT,344490.68
Sri Lanka,LKA,2008,Total fisheries production (metric tons),ER.FSH.PROD.MT,331362
Sri Lanka,LKA,2007,Total fisheries production (metric tons),ER.FSH.PROD.MT,313136
Sri Lanka,LKA,2006,Total fisheries production (metric tons),ER.FSH.PROD.MT,284255
Sri Lanka,LKA,2005,Total fisheries production (metric tons),ER.FSH.PROD.MT,220967
Sri Lanka,LKA,2004,Total fisheries production (metric tons),ER.FSH.PROD.MT,336857.4
Sri Lanka,LKA,2003,Total fisheries production (metric tons),ER.FSH.PROD.MT,323221.2
Sri Lanka,LKA,2002,Total fisheries production (metric tons),ER.FSH.PROD.MT,275253
Sri Lanka,LKA,2001,Total fisheries production (metric tons),ER.FSH.PROD.MT,271160
Sri Lanka,LKA,2000,Total fisheries production (metric tons),ER.FSH.PROD.MT,301169.6
Sri Lanka,LKA,1999,Total fisheries production (metric tons),ER.FSH.PROD.MT,314072.7
Sri Lanka,LKA,1998,Total fisheries production (metric tons),ER.FSH.PROD.MT,289689.86
Sri Lanka,LKA,1997,Total fisheries production (metric tons),ER.FSH.PROD.MT,274186.84
Sri Lanka,LKA,1996,Total fisheries production (metric tons),ER.FSH.PROD.MT,263818.31
Sri Lanka,LKA,1995,Total fisheries production (metric tons),ER.FSH.PROD.MT,237885.92
Sri Lanka,LKA,1994,Total fisheries production (metric tons),ER.FSH.PROD.MT,248716.67
Sri Lanka,LKA,1993,Total fisheries production (metric tons),ER.FSH.PROD.MT,232200.89
Sri Lanka,LKA,1992,Total fisheries production (metric tons),ER.FSH.PROD.MT,206463.08
Sri Lanka,LKA,1991,Total fisheries production (metric tons),ER.FSH.PROD.MT,211801
Sri Lanka,LKA,1990,Total fisheries production (metric tons),ER.FSH.PROD.MT,183923
Sri Lanka,LKA,1989,Total fisheries production (metric tons),ER.FSH.PROD.MT,220486
Sri Lanka,LKA,1988,Total fisheries production (metric tons),ER.FSH.PROD.MT,205574
Sri Lanka,LKA,1987,Total fisheries production (metric tons),ER.FSH.PROD.MT,187154
Sri Lanka,LKA,1986,Total fisheries production (metric tons),ER.FSH.PROD.MT,183998
Sri Lanka,LKA,1985,Total fisheries production (metric tons),ER.FSH.PROD.MT,177659
Sri Lanka,LKA,1984,Total fisheries production (metric tons),ER.FSH.PROD.MT,162502
Sri Lanka,LKA,1983,Total fisheries production (metric tons),ER.FSH.PROD.MT,205500
Sri Lanka,LKA,1982,Total fisheries production (metric tons),ER.FSH.PROD.MT,201239
Sri Lanka,LKA,1981,Total fisheries production (metric tons),ER.FSH.PROD.MT,201951
Sri Lanka,LKA,1980,Total fisheries production (metric tons),ER.FSH.PROD.MT,183447
Sri Lanka,LKA,1979,Total fisheries production (metric tons),ER.FSH.PROD.MT,164790
Sri Lanka,LKA,1978,Total fisheries production (metric tons),ER.FSH.PROD.MT,156107
Sri Lanka,LKA,1977,Total fisheries production (metric tons),ER.FSH.PROD.MT,136165
Sri Lanka,LKA,1976,Total fisheries production (metric tons),ER.FSH.PROD.MT,131663
Sri Lanka,LKA,1975,Total fisheries production (metric tons),ER.FSH.PROD.MT,109235
Sri Lanka,LKA,1974,Total fisheries production (metric tons),ER.FSH.PROD.MT,100489
Sri Lanka,LKA,1973,Total fisheries production (metric tons),ER.FSH.PROD.MT,96548
Sri Lanka,LKA,1972,Total fisheries production (metric tons),ER.FSH.PROD.MT,91877
Sri Lanka,LKA,1971,Total fisheries production (metric tons),ER.FSH.PROD.MT,74985
Sri Lanka,LKA,1970,Total fisheries production (metric tons),ER.FSH.PROD.MT,89241
Sri Lanka,LKA,1969,Total fisheries production (metric tons),ER.FSH.PROD.MT,95060
Sri Lanka,LKA,1968,Total fisheries production (metric tons),ER.FSH.PROD.MT,98302
Sri Lanka,LKA,1967,Total fisheries production (metric tons),ER.FSH.PROD.MT,82237
Sri Lanka,LKA,1966,Total fisheries production (metric tons),ER.FSH.PROD.MT,79973
Sri Lanka,LKA,1965,Total fisheries production (metric tons),ER.FSH.PROD.MT,74632
Sri Lanka,LKA,1964,Total fisheries production (metric tons),ER.FSH.PROD.MT,91125
Sri Lanka,LKA,1963,Total fisheries production (metric tons),ER.FSH.PROD.MT,71614
Sri Lanka,LKA,1962,Total fisheries production (metric tons),ER.FSH.PROD.MT,73471
Sri Lanka,LKA,1961,Total fisheries production (metric tons),ER.FSH.PROD.MT,59628
Sri Lanka,LKA,1960,Total fisheries production (metric tons),ER.FSH.PROD.MT,48103
Sri Lanka,LKA,2021,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.462746236
Sri Lanka,LKA,2020,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.161430721
Sri Lanka,LKA,2019,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.508670309
Sri Lanka,LKA,2018,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.5252623
Sri Lanka,LKA,2017,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,7.355347574
Sri Lanka,LKA,2016,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,6.908980373
Sri Lanka,LKA,2015,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,6.576622539
Sri Lanka,LKA,2014,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,6.311177234
Sri Lanka,LKA,2013,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,5.932785432
Sri Lanka,LKA,2012,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,5.701764402
Sri Lanka,LKA,2011,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,5.248688123
Sri Lanka,LKA,2010,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,4.829955916
Sri Lanka,LKA,2009,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,4.471520307
Sri Lanka,LKA,2008,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,4.318685814
Sri Lanka,LKA,2007,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,4.076151223
Sri Lanka,LKA,2006,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.816734421
Sri Lanka,LKA,2005,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.54490106
Sri Lanka,LKA,2004,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.333309994
Sri Lanka,LKA,2003,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,3.158033164
Sri Lanka,LKA,2002,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.977990248
Sri Lanka,LKA,2001,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.861577777
Sri Lanka,LKA,2000,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.903608732
Sri Lanka,LKA,1999,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.809245202
Sri Lanka,LKA,1998,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.764039739
Sri Lanka,LKA,1997,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.711090717
Sri Lanka,LKA,1996,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.618395911
Sri Lanka,LKA,1995,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.594333098
Sri Lanka,LKA,1994,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.531118551
Sri Lanka,LKA,1993,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.469228698
Sri Lanka,LKA,1992,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.381724219
Sri Lanka,LKA,1991,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.354614736
Sri Lanka,LKA,1990,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)",ER.GDP.FWTL.M3.KD,2.325762021
Sri Lanka,LKA,2021,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36289201
Sri Lanka,LKA,2020,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36289201
Sri Lanka,LKA,2019,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36289201
Sri Lanka,LKA,2018,"Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",ER.H2O.FWAG.ZS,87.36289201
